_MEMBER_LN_meta,_MEMBER_N0,_LogP_LN_meta,_LogP_N0,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByGini,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,BestGiniInGroup,URL
1,1,-5.023801140481315,-7.3206225948484445,R-HSA-5653656,M11,2,0.09303072802797696,Reactome Gene Sets,6,Vesicle-mediated transport,,-24.18170848346745,3.2290203694820465,12.719101825256356,28162,673,1270,98,7.716535433070866,0.7488093563381575,60|71|154|160|185|208|273|274|286|287|348|351|382|801|805|811|829|915|917|920|948|949|1080|1211|1278|1281|1282|1284|1294|1601|1759|1780|1839|1856|1950|1956|2017|2348|2495|2701|2799|2885|3039|3040|3263|3312|3575|4035|4124|4481|4627|4644|5265|5563|6233|6288|6678|6711|6712|6714|6844|6857|7039|7082|7249|7277|7280|7314|7474|7529|7534|7846|8027|8218|8408|8542|8673|8976|9322|9332|9882|10092|10093|10109|10381|10382|10808|10971|11127|29924|30011|53632|81035|92421|130340|284297|286133|347733,ACTB|ACTG1|ADRB2|AP2A1|AGTR1|AKT2|AMPH|BIN1|ANK1|ANK2|APOE|APP|ARF6|CALM1|CALM2|CALR|CAPZA1|CD3D|CD3G|CD4|CD36|SCARB1|CFTR|CLTA|COL1A2|COL3A1|COL4A1|COL4A2|COL7A1|DAB2|DNM1|DYNC1I1|HBEGF|DVL2|EGF|EGFR|CTTN|FOLR1|FTH1|GJA4|GNS|GRB2|HBA1|HBA2|HPX|HSPA8|IL7R|LRP1|MAN2A1|MSR1|MYH9|MYO5A|SERPINA1|PRKAA2|RPS27A|SAA1|SPARC|SPTBN1|SPTBN2|SRC|VAMP2|SYT1|TGFA|TJP1|TSC2|TUBA4A|TUBB2A|UBB|WNT5A|YWHAB|YWHAZ|TUBA1A|STAM|CLTCL1|ULK1|APOL1|VAMP8|WASL|TRIP10|CD163|TBC1D4|ARPC5|ARPC4|ARPC2|TUBB3|TUBB4A|HSPH1|YWHAQ|KIF3A|EPN1|SH3KBP1|PRKAG3|COLEC12|CHMP4C|AP1S3|SSC5D|SCARA5|TUBB2B,-22.61271617456702,3.0,52,0,0,1,-24.18170848346745,5.9234063207852445,0.3613993852654602,
1,1,-3.202055230444246,-3.1336709557463247,R-HSA-8856825,M11,2,0.005396719546290729,Reactome Gene Sets,6,Cargo recognition for clathrin-mediated endocytosis,,-12.009983415773682,5.439102659337395,9.950607373258366,28162,106,1270,26,2.047244094488189,0.3973665289377072,154|160|185|915|917|920|1080|1211|1601|1839|1856|1950|1956|2885|3575|6233|6844|6857|7039|7314|7474|8027|8218|8673|29924|30011,ADRB2|AP2A1|AGTR1|CD3D|CD3G|CD4|CFTR|CLTA|DAB2|HBEGF|DVL2|EGF|EGFR|GRB2|IL7R|RPS27A|VAMP2|SYT1|TGFA|UBB|WNT5A|STAM|CLTCL1|VAMP8|EPN1|SH3KBP1,-10.959948430640496,3.0,52,0,0,0,-24.18170848346745,5.9234063207852445,0.3613993852654602,
1,0,-5.4579879134221345,0.0,R-HSA-196854,M10,1,0.3451530084282717,Reactome Gene Sets,6,Metabolism of vitamins and cofactors,,-13.370364142135381,4.318251139660174,9.97329438396122,28162,190,1270,37,2.9133858267716537,0.4719291666634544,31|32|54|316|348|683|801|805|952|1109|1645|2194|2239|2719|2817|3339|4023|4035|5168|5740|5950|6383|6513|9227|10082|10135|10797|10840|26020|27231|29967|57016|113235|119391|160428|349565|441024,ACACA|ACACB|ACP5|AOX1|APOE|BST1|CALM1|CALM2|CD38|AKR1C4|AKR1C1|FASN|GPC4|GPC3|GPC1|HSPG2|LPL|LRP1|ENPP2|PTGIS|RBP4|SDC2|SLC2A1|LRAT|GPC6|NAMPT|MTHFD2|ALDH1L1|LRP10|NMRK2|LRP12|AKR1B10|SLC46A1|GSTO2|ALDH1L2|NMNAT3|MTHFD2L,-12.253382367371582,3.0,53,1,1,1,-13.370364142135381,6.117187075753462,0.3451530084282717,
1,0,-2.6768861322476853,0.0,R-HSA-196849,M10,1,0.22803074013371782,Reactome Gene Sets,6,Metabolism of water-soluble vitamins and cofactors,,-5.580063564968404,3.425376096280648,5.8582072757674,28162,123,1270,19,1.4960629921259843,0.34064331766675726,31|32|54|316|683|952|2194|5168|5740|6513|10135|10797|10840|27231|113235|119391|160428|349565|441024,ACACA|ACACB|ACP5|AOX1|BST1|CD38|FASN|ENPP2|PTGIS|SLC2A1|NAMPT|MTHFD2|ALDH1L1|NMRK2|SLC46A1|GSTO2|ALDH1L2|NMNAT3|MTHFD2L,-4.8012535938731515,3.0,53,0,0,0,-13.370364142135381,6.117187075753462,0.3451530084282717,
1,0,-2.2298577826178905,0.0,hsa00760,M10,1,0.19038884455479899,KEGG Pathway,24,Nicotinate and nicotinamide metabolism ,,-4.512262243003666,6.117187075753462,5.991514513493983,28162,29,1270,8,0.6299212598425197,0.2220082377535423,316|683|952|10135|27231|56953|115024|349565,AOX1|BST1|CD38|NAMPT|NMRK2|NT5M|NT5C3B|NMNAT3,-3.800059901442209,3.0,53,0,0,0,-13.370364142135381,6.117187075753462,0.3451530084282717,
1,0,-2.2298577826178905,0.0,ko00760,M10,1,0.19038884455479899,KEGG Pathway,24,Nicotinate and nicotinamide metabolism,,-4.512262243003666,6.117187075753462,5.991514513493983,28162,29,1270,8,0.6299212598425197,0.2220082377535423,316|683|952|10135|27231|56953|115024|349565,AOX1|BST1|CD38|NAMPT|NMRK2|NT5M|NT5C3B|NMNAT3,-3.800059901442209,3.0,53,0,0,0,-13.370364142135381,6.117187075753462,0.3451530084282717,
0,1,0.0,-2.50977369229662,R-HSA-114452,M01,1,0.2150813449326272,Reactome Gene Sets,6,Activation of BH3-only proteins,,-4.395023931323177,5.9132808398950125,5.851217707511769,28162,30,1270,8,0.6299212598425197,0.2220082377535423,208|5366|5599|7029|7161|7529|7534|10971,AKT2|PMAIP1|MAPK8|TFDP2|TP73|YWHAB|YWHAZ|YWHAQ,-3.6882166216484262,3.0,54,0,0,0,-14.782955608539448,5.9132808398950125,0.3514512893896906,
0,1,0.0,-2.852643648169814,R-HSA-109606,M01,1,0.24043797160553737,Reactome Gene Sets,6,Intrinsic Pathway for Apoptosis,,-5.312330305232804,4.838138869005011,6.191688903363707,28162,55,1270,12,0.9448818897637795,0.2714721998075057,208|331|598|3002|5366|5599|7029|7161|7529|7534|10971|22900,AKT2|XIAP|BCL2L1|GZMB|PMAIP1|MAPK8|TFDP2|TP73|YWHAB|YWHAZ|YWHAQ|CARD8,-4.55210261165485,3.0,54,0,0,0,-14.782955608539448,5.9132808398950125,0.3514512893896906,
0,1,0.0,-5.731798585740129,R-HSA-5357801,M01,1,0.3514512893896906,Reactome Gene Sets,6,Programmed Cell Death,,-14.782955608539448,4.329366329208849,10.523958627963324,28162,210,1270,41,3.2283464566929134,0.4959778576662039,208|330|331|355|598|834|837|929|1630|1676|1677|1829|1991|2934|3002|3146|3148|3552|3606|5339|5366|5580|5588|5599|5698|5699|5721|6233|7029|7082|7099|7161|7314|7431|7529|7534|10211|10971|22900|26060|92421,AKT2|BIRC3|XIAP|FAS|BCL2L1|CASP1|CASP4|CD14|DCC|DFFA|DFFB|DSG2|ELANE|GSN|GZMB|HMGB1|HMGB2|IL1A|IL18|PLEC|PMAIP1|PRKCD|PRKCQ|MAPK8|PSMB9|PSMB10|PSME2|RPS27A|TFDP2|TJP1|TLR4|TP73|UBB|VIM|YWHAB|YWHAZ|FLOT1|YWHAQ|CARD8|APPL1|CHMP4C,-13.608965566679215,3.0,54,1,1,1,-14.782955608539448,5.9132808398950125,0.3514512893896906,
0,1,0.0,-4.063335563084042,R-HSA-109581,M01,1,0.3025017327923438,Reactome Gene Sets,6,Apoptosis,,-11.243198689741229,4.065380577427821,8.965935767785682,28162,180,1270,33,2.5984251968503935,0.446412388510092,208|331|355|598|929|1630|1676|1677|1829|2934|3002|3146|3148|5339|5366|5580|5588|5599|5698|5699|5721|6233|7029|7082|7099|7161|7314|7431|7529|7534|10971|22900|26060,AKT2|XIAP|FAS|BCL2L1|CD14|DCC|DFFA|DFFB|DSG2|GSN|GZMB|HMGB1|HMGB2|PLEC|PMAIP1|PRKCD|PRKCQ|MAPK8|PSMB9|PSMB10|PSME2|RPS27A|TFDP2|TJP1|TLR4|TP73|UBB|VIM|YWHAB|YWHAZ|YWHAQ|CARD8|APPL1,-10.230054694383576,3.0,54,0,0,0,-14.782955608539448,5.9132808398950125,0.3514512893896906,
1,0,-4.922871490919156,0.0,hsa04931,M10,1,0.3311629753349903,KEGG Pathway,24,insulin resistance,,-18.51385133846943,6.672064664483311,13.129133047427526,28162,113,1270,34,2.677165354330709,0.4529425413305338,32|208|948|1375|3569|3643|5106|5293|5499|5563|5579|5580|5588|5599|5602|5792|5836|6195|6197|6513|6720|7124|7132|9021|9586|9882|10062|10891|28965|51085|53632|90993|148327|376497,ACACB|AKT2|CD36|CPT1B|IL6|INSR|PCK2|PIK3CD|PPP1CA|PRKAA2|PRKCB|PRKCD|PRKCQ|MAPK8|MAPK10|PTPRF|PYGL|RPS6KA1|RPS6KA3|SLC2A1|SREBF1|TNF|TNFRSF1A|SOCS3|CREB5|TBC1D4|NR1H3|PPARGC1A|SLC27A6|MLXIPL|PRKAG3|CREB3L1|CREB3L4|SLC27A1,-17.191962840466882,3.0,55,0,0,1,-18.51385133846943,6.672064664483311,0.3423381410914046,
1,0,-4.695007458738551,0.0,hsa04152,M10,1,0.3244076048635236,KEGG Pathway,24,AMPK signaling pathway,,-16.531067100902394,5.84452176036135,11.98464910854665,28162,129,1270,34,2.677165354330709,0.4529425413305338,31|32|148|208|595|948|1080|1375|1938|2194|2203|2309|3479|3643|3953|5106|5209|5210|5213|5293|5468|5515|5527|5563|6720|7249|8408|9586|10891|23417|53632|84335|90993|148327,ACACA|ACACB|ADRA1A|AKT2|CCND1|CD36|CFTR|CPT1B|EEF2|FASN|FBP1|FOXO3|IGF1|INSR|LEPR|PCK2|PFKFB3|PFKFB4|PFKM|PIK3CD|PPARG|PPP2CA|PPP2R5C|PRKAA2|SREBF1|TSC2|ULK1|CREB5|PPARGC1A|MLYCD|PRKAG3|AKT1S1|CREB3L1|CREB3L4,-15.284526391893548,3.0,55,0,0,0,-18.51385133846943,6.672064664483311,0.3423381410914046,
1,0,-2.6609223541353826,0.0,hsa04910,M10,1,0.22684479394369061,KEGG Pathway,24,Insulin signaling pathway ,,-15.556939443038726,5.463357297729088,11.422218944960186,28162,138,1270,34,2.677165354330709,0.4529425413305338,31|32|208|801|805|868|2194|2203|2645|2885|3101|3643|5106|5293|5499|5563|5567|5573|5599|5602|5792|5836|6720|7249|8835|9021|9322|10211|10891|23624|51806|53632|122809|399694,ACACA|ACACB|AKT2|CALM1|CALM2|CBLB|FASN|FBP1|GCK|GRB2|HK3|INSR|PCK2|PIK3CD|PPP1CA|PRKAA2|PRKACB|PRKAR1A|MAPK8|MAPK10|PTPRF|PYGL|SREBF1|TSC2|SOCS2|SOCS3|TRIP10|FLOT1|PPARGC1A|CBLC|CALML5|PRKAG3|SOCS4|SHC4,-14.350310988549136,3.0,55,0,0,0,-18.51385133846943,6.672064664483311,0.3423381410914046,
1,0,-2.6609223541353826,0.0,ko04910,M10,1,0.22684479394369061,KEGG Pathway,24,Insulin signaling pathway,,-15.556939443038726,5.463357297729088,11.422218944960186,28162,138,1270,34,2.677165354330709,0.4529425413305338,31|32|208|801|805|868|2194|2203|2645|2885|3101|3643|5106|5293|5499|5563|5567|5573|5599|5602|5792|5836|6720|7249|8835|9021|9322|10211|10891|23624|51806|53632|122809|399694,ACACA|ACACB|AKT2|CALM1|CALM2|CBLB|FASN|FBP1|GCK|GRB2|HK3|INSR|PCK2|PIK3CD|PPP1CA|PRKAA2|PRKACB|PRKAR1A|MAPK8|MAPK10|PTPRF|PYGL|SREBF1|TSC2|SOCS2|SOCS3|TRIP10|FLOT1|PPARGC1A|CBLC|CALML5|PRKAG3|SOCS4|SHC4,-14.350310988549136,3.0,55,0,0,0,-18.51385133846943,6.672064664483311,0.3423381410914046,
1,0,-5.342688123319358,0.0,ko04152,M10,1,0.3423381410914046,KEGG Pathway,24,AMPK signaling pathway,,-17.602212844406953,6.2828608923884515,12.602875646653553,28162,120,1270,34,2.677165354330709,0.4529425413305338,31|32|148|208|595|948|1080|1375|1938|2194|2203|2309|3479|3643|3953|5106|5209|5210|5213|5293|5468|5515|5527|5563|6720|7249|8408|9586|10891|23417|53632|84335|90993|148327,ACACA|ACACB|ADRA1A|AKT2|CCND1|CD36|CFTR|CPT1B|EEF2|FASN|FBP1|FOXO3|IGF1|INSR|LEPR|PCK2|PFKFB3|PFKFB4|PFKM|PIK3CD|PPARG|PPP2CA|PPP2R5C|PRKAA2|SREBF1|TSC2|ULK1|CREB5|PPARGC1A|MLYCD|PRKAG3|AKT1S1|CREB3L1|CREB3L4,-16.314279450239884,3.0,55,1,1,0,-18.51385133846943,6.672064664483311,0.3423381410914046,
1,0,-2.1510688478335966,0.0,hsa04920,M10,1,0.1826473656113501,KEGG Pathway,24,Adipocytokine signaling pathway ,,-8.99067830114563,5.784731256419034,8.647635606744004,28162,69,1270,18,1.4173228346456692,0.33169034920164764,32|208|948|1375|3953|5106|5443|5563|5588|5599|5602|6513|7124|7132|7133|9021|10891|53632,ACACB|AKT2|CD36|CPT1B|LEPR|PCK2|POMC|PRKAA2|PRKCQ|MAPK8|MAPK10|SLC2A1|TNF|TNFRSF1A|TNFRSF1B|SOCS3|PPARGC1A|PRKAG3,-8.075440358220469,3.0,55,0,0,0,-18.51385133846943,6.672064664483311,0.3423381410914046,
1,0,-2.1510688478335966,0.0,ko04920,M10,1,0.1826473656113501,KEGG Pathway,24,Adipocytokine signaling pathway,,-8.99067830114563,5.784731256419034,8.647635606744004,28162,69,1270,18,1.4173228346456692,0.33169034920164764,32|208|948|1375|3953|5106|5443|5563|5588|5599|5602|6513|7124|7132|7133|9021|10891|53632,ACACB|AKT2|CD36|CPT1B|LEPR|PCK2|POMC|PRKAA2|PRKCQ|MAPK8|MAPK10|SLC2A1|TNF|TNFRSF1A|TNFRSF1B|SOCS3|PPARGC1A|PRKAG3,-8.075440358220469,3.0,55,0,0,0,-18.51385133846943,6.672064664483311,0.3423381410914046,
0,1,0.0,-3.620521300893878,ko04623,M01,1,0.2835742041040821,KEGG Pathway,24,Cytosolic DNA-sensing pathway,,-4.672840117566546,4.223772028496438,5.5667729826969925,28162,63,1270,12,0.9448818897637795,0.2714721998075057,834|3439|3569|3606|5441|6351|6352|9447|9560|81030|84265|388372,CASP1|IFNA1|IL6|IL18|POLR2L|CCL4|CCL5|AIM2|CCL4L2|ZBP1|POLR3GL|CCL4L1,-3.951725342851918,3.0,56,0,0,0,-9.97169706646408,7.548869157312782,0.35010159954776143,
0,1,0.0,-5.671185262704819,R-HSA-6783783,M01,1,0.35010159954776143,Reactome Gene Sets,6,Interleukin-10 signaling,,-9.97169706646408,7.548869157312782,9.764736852429087,28162,47,1270,16,1.2598425196850394,0.3129703374464371,2919|3383|3552|3569|3586|3606|3716|6351|6352|6367|7124|7132|7133|7850|388372|414062,CXCL1|ICAM1|IL1A|IL6|IL10|IL18|JAK1|CCL4|CCL5|CCL22|TNF|TNFRSF1A|TNFRSF1B|IL1R2|CCL4L1|CCL3L3,-9.019162569592254,3.0,56,1,1,1,-9.97169706646408,7.548869157312782,0.35010159954776143,
0,1,0.0,-3.620521300893878,hsa04623,M01,1,0.2835742041040821,KEGG Pathway,24,Cytosolic DNA-sensing pathway ,,-4.672840117566546,4.223772028496438,5.5667729826969925,28162,63,1270,12,0.9448818897637795,0.2714721998075057,834|3439|3569|3606|5441|6351|6352|9447|9560|81030|84265|388372,CASP1|IFNA1|IL6|IL18|POLR2L|CCL4|CCL5|AIM2|CCL4L2|ZBP1|POLR3GL|CCL4L1,-3.951725342851918,3.0,56,0,0,0,-9.97169706646408,7.548869157312782,0.35010159954776143,
1,0,-3.7733472591974913,0.0,R-HSA-2142712,M10,1,0.2905034044876671,Reactome Gene Sets,6,Synthesis of 12-eicosatetraenoic acid derivatives,,-5.4434741493305845,15.839145106861642,8.532857272166892,28162,7,1270,5,0.3937007874015748,0.175721411649049,239|242|246|2877|59344,ALOX12|ALOX12B|ALOX15|GPX2|ALOXE3,-4.676370937768583,3.0,57,0,0,0,-10.800115903456764,15.839145106861642,0.34103368053230887,
1,0,-4.260056785750305,0.0,R-HSA-8978868,M10,1,0.30988798396453854,Reactome Gene Sets,6,Fatty acid metabolism,,-10.077048110225078,3.883722585524267,8.363572036912318,28162,177,1270,31,2.440944881889764,0.43302295430469484,31|32|33|51|215|224|239|241|242|246|1375|1544|1545|1559|1580|2194|2687|2877|4051|5563|5730|5740|8309|9415|9536|22949|23417|57834|59344|80142|117145,ACACA|ACACB|ACADL|ACOX1|ABCD1|ALDH3A2|ALOX12|ALOX5AP|ALOX12B|ALOX15|CPT1B|CYP1A2|CYP1B1|CYP2C9|CYP4B1|FASN|GGT5|GPX2|CYP4F3|PRKAA2|PTGDS|PTGIS|ACOX2|FADS2|PTGES|PTGR1|MLYCD|CYP4F11|ALOXE3|PTGES2|THEM4,-9.110115792652609,3.0,57,0,0,0,-10.800115903456764,15.839145106861642,0.34103368053230887,
1,0,-4.411683709401515,0.0,R-HSA-2142753,M10,1,0.3152146256695052,Reactome Gene Sets,6,Arachidonic acid metabolism,,-10.229623072954185,6.76519418123582,9.633363526923546,28162,59,1270,18,1.4173228346456692,0.33169034920164764,239|241|242|246|1544|1545|1559|1580|2687|2877|4051|5730|5740|9536|22949|57834|59344|80142,ALOX12|ALOX5AP|ALOX12B|ALOX15|CYP1A2|CYP1B1|CYP2C9|CYP4B1|GGT5|GPX2|CYP4F3|PTGDS|PTGIS|PTGES|PTGR1|CYP4F11|ALOXE3|PTGES2,-9.259015462796663,3.0,57,0,0,0,-10.800115903456764,15.839145106861642,0.34103368053230887,
1,0,-5.290640705204499,0.0,ko00590,M10,1,0.34103368053230887,KEGG Pathway,24,Arachidonic acid metabolism,,-10.800115903456764,6.795504191008382,9.927691074126905,28162,62,1270,19,1.4960629921259843,0.34064331766675726,239|242|246|874|1559|2687|2877|2878|4051|5320|5322|5730|5740|9536|11145|50487|64600|80142|100137049,ALOX12|ALOX12B|ALOX15|CBR3|CYP2C9|GGT5|GPX2|GPX3|CYP4F3|PLA2G2A|PLA2G5|PTGDS|PTGIS|PTGES|PLAAT3|PLA2G3|PLA2G2F|PTGES2|PLA2G4B,-9.802871671615456,3.0,57,0,0,0,-10.800115903456764,15.839145106861642,0.34103368053230887,
1,0,-5.290640705204499,0.0,hsa00590,M10,1,0.34103368053230887,KEGG Pathway,24,Arachidonic acid metabolism ,,-10.800115903456764,6.795504191008382,9.927691074126905,28162,62,1270,19,1.4960629921259843,0.34064331766675726,239|242|246|874|1559|2687|2877|2878|4051|5320|5322|5730|5740|9536|11145|50487|64600|80142|100137049,ALOX12|ALOX12B|ALOX15|CBR3|CYP2C9|GGT5|GPX2|GPX3|CYP4F3|PLA2G2A|PLA2G5|PTGDS|PTGIS|PTGES|PLAAT3|PLA2G3|PLA2G2F|PTGES2|PLA2G4B,-9.802871671615456,3.0,57,1,1,1,-10.800115903456764,15.839145106861642,0.34103368053230887,
0,1,0.0,-5.620383577253769,R-HSA-2682334,M01,1,0.3489513502758681,Reactome Gene Sets,6,EPH-Ephrin signaling,,-16.50418014360903,6.989883601506333,12.50562598788258,28162,92,1270,29,2.283464566929134,0.4191594948203197,60|71|102|160|998|1072|1211|1759|2534|4627|4629|4637|6383|6714|7074|8218|8976|8997|10092|10093|10095|10109|10451|10627|25791|51107|79784|103910|284656,ACTB|ACTG1|ADAM10|AP2A1|CDC42|CFL1|CLTA|DNM1|FYN|MYH9|MYH11|MYL6|SDC2|SRC|TIAM1|CLTCL1|WASL|KALRN|ARPC5|ARPC4|ARPC1B|ARPC2|VAV3|MYL12A|NGEF|APH1A|MYH14|MYL12B|EPHA10,-15.26225963223693,3.0,58,1,1,0,-26.941358628353978,10.885812455261275,0.3489513502758681,
1,1,-3.4678243875982973,-6.079978590879702,hsa05132,M11,2,0.13679347014017496,KEGG Pathway,24,Salmonella infection,,-26.941358628353978,9.103340240364691,17.192626366428723,28162,95,1270,39,3.0708661417322833,0.484123036447885,60|71|834|929|998|1780|2317|2318|2919|2921|3458|3460|3552|3569|3606|3725|3921|4627|4843|5216|5217|5599|5602|6300|6351|7082|7099|7100|8976|9560|10092|10093|10095|10109|79784|144165|388372|414062|728378,ACTB|ACTG1|CASP1|CD14|CDC42|DYNC1I1|FLNB|FLNC|CXCL1|CXCL3|IFNG|IFNGR2|IL1A|IL6|IL18|JUN|RPSA|MYH9|NOS2|PFN1|PFN2|MAPK8|MAPK10|MAPK12|CCL4|TJP1|TLR4|TLR5|WASL|CCL4L2|ARPC5|ARPC4|ARPC1B|ARPC2|MYH14|PRICKLE1|CCL4L1|CCL3L3|POTEF,-25.201127563192276,3.0,58,0,0,1,-26.941358628353978,10.885812455261275,0.3489513502758681,
1,1,-3.130754539054051,-5.68145262610297,ko05130,M11,2,0.14472526798588214,KEGG Pathway,24,Pathogenic Escherichia coli infection,,-21.400348802147615,10.885812455261275,15.9478011007569,28162,55,1270,27,2.125984251968504,0.4047733069819016,25|60|71|929|998|2017|2534|3059|3875|7099|7100|7277|7280|7430|7534|7846|8976|9181|10092|10093|10095|10109|10381|10382|10971|203068|347733,ABL1|ACTB|ACTG1|CD14|CDC42|CTTN|FYN|HCLS1|KRT18|TLR4|TLR5|TUBA4A|TUBB2A|EZR|YWHAZ|TUBA1A|WASL|ARHGEF2|ARPC5|ARPC4|ARPC1B|ARPC2|TUBB3|TUBB4A|YWHAQ|TUBB|TUBB2B,-19.978876499610326,3.0,58,0,0,0,-26.941358628353978,10.885812455261275,0.3489513502758681,
0,1,0.0,-2.7440273988621096,hsa05131,M01,1,0.2329079375049654,KEGG Pathway,24,Shigellosis,,-11.940887883348157,6.848100972672533,10.492449201615058,28162,68,1270,21,1.6535433070866141,0.35783703373024245,25|60|71|998|2017|3059|5216|5217|5599|5602|6300|6714|7307|7414|8767|8976|10092|10093|10095|10109|728378,ABL1|ACTB|ACTG1|CDC42|CTTN|HCLS1|PFN1|PFN2|MAPK8|MAPK10|MAPK12|SRC|U2AF1|VCL|RIPK2|WASL|ARPC5|ARPC4|ARPC1B|ARPC2|POTEF,-10.895262017120025,3.0,58,0,0,0,-26.941358628353978,10.885812455261275,0.3489513502758681,
1,1,-2.768976443584046,-6.758812378051788,ko05132,M11,2,0.20937890255331704,KEGG Pathway,24,Salmonella infection,,-25.275360627177577,9.282475737044496,16.716914704717198,28162,86,1270,36,2.8346456692913384,0.46569679472071845,60|71|834|929|998|1780|2317|2318|2919|2921|3458|3460|3552|3569|3606|3725|4627|4843|5216|5217|5599|5602|6300|6351|7082|7099|7100|8976|9560|10092|10093|10095|10109|79784|388372|414062,ACTB|ACTG1|CASP1|CD14|CDC42|DYNC1I1|FLNB|FLNC|CXCL1|CXCL3|IFNG|IFNGR2|IL1A|IL6|IL18|JUN|MYH9|NOS2|PFN1|PFN2|MAPK8|MAPK10|MAPK12|CCL4|TJP1|TLR4|TLR5|WASL|CCL4L2|ARPC5|ARPC4|ARPC1B|ARPC2|MYH14|CCL4L1|CCL3L3,-23.649072914322712,3.0,58,0,0,0,-26.941358628353978,10.885812455261275,0.3489513502758681,
0,1,0.0,-3.022268862954338,hsa05100,M01,1,0.25138409836047004,KEGG Pathway,24,Bacterial invasion of epithelial cells,,-13.537832750612507,6.522000926354794,11.080131954863644,28162,85,1270,25,1.968503937007874,0.3898065196939161,60|71|859|868|998|1211|1759|2017|2335|2549|3059|4233|5293|6714|7414|8218|8976|10092|10093|10095|10109|23624|29119|399694|728378,ACTB|ACTG1|CAV3|CBLB|CDC42|CLTA|DNM1|CTTN|FN1|GAB1|HCLS1|MET|PIK3CD|SRC|VCL|CLTCL1|WASL|ARPC5|ARPC4|ARPC1B|ARPC2|CBLC|CTNNA3|SHC4|POTEF,-12.419124156548202,3.0,58,0,0,0,-26.941358628353978,10.885812455261275,0.3489513502758681,
0,1,0.0,-3.472593014337077,ko05100,M01,1,0.2764160528815254,KEGG Pathway,24,Bacterial invasion of epithelial cells,,-13.79525276777876,7.002569415665147,11.387106616871309,28162,76,1270,24,1.889763779527559,0.38208418375105496,60|71|859|868|998|1211|1759|2017|2335|2549|3059|4233|5293|6714|7414|8218|8976|10092|10093|10095|10109|23624|29119|399694,ACTB|ACTG1|CAV3|CBLB|CDC42|CLTA|DNM1|CTTN|FN1|GAB1|HCLS1|MET|PIK3CD|SRC|VCL|CLTCL1|WASL|ARPC5|ARPC4|ARPC1B|ARPC2|CBLC|CTNNA3|SHC4,-12.669567405493082,3.0,58,0,0,0,-26.941358628353978,10.885812455261275,0.3489513502758681,
0,1,0.0,-4.533824732218211,R-HSA-3928662,M01,1,0.31929315647133727,Reactome Gene Sets,6,EPHB-mediated forward signaling,,-8.664805401684623,7.3916010498687665,9.008261647980003,28162,42,1270,14,1.1023622047244095,0.29299030921336255,60|71|998|1072|2534|6383|6714|7074|8976|8997|10092|10093|10095|10109,ACTB|ACTG1|CDC42|CFL1|FYN|SDC2|SRC|TIAM1|WASL|KALRN|ARPC5|ARPC4|ARPC1B|ARPC2,-7.765516416766022,3.0,58,0,0,0,-26.941358628353978,10.885812455261275,0.3489513502758681,
1,1,-3.130754539054051,-5.68145262610297,hsa05130,M11,2,0.14472526798588214,KEGG Pathway,24,Pathogenic Escherichia coli infection ,,-21.400348802147615,10.885812455261275,15.9478011007569,28162,55,1270,27,2.125984251968504,0.4047733069819016,25|60|71|929|998|2017|2534|3059|3875|7099|7100|7277|7280|7430|7534|7846|8976|9181|10092|10093|10095|10109|10381|10382|10971|203068|347733,ABL1|ACTB|ACTG1|CD14|CDC42|CTTN|FYN|HCLS1|KRT18|TLR4|TLR5|TUBA4A|TUBB2A|EZR|YWHAZ|TUBA1A|WASL|ARHGEF2|ARPC5|ARPC4|ARPC1B|ARPC2|TUBB3|TUBB4A|YWHAQ|TUBB|TUBB2B,-19.978876499610326,3.0,58,0,0,0,-26.941358628353978,10.885812455261275,0.3489513502758681,
1,0,-3.855673394375295,0.0,R-HSA-419037,M10,1,0.2940553412924398,Reactome Gene Sets,6,NCAM1 interactions,,-7.646730439780676,6.863629546306712,8.264143639103017,28162,42,1270,13,1.0236220472440944,0.2824448975998002,775|776|785|1281|1282|1284|1285|1291|1292|1293|2674|4684|8912,CACNA1C|CACNA1D|CACNB4|COL3A1|COL4A1|COL4A2|COL4A3|COL6A1|COL6A2|COL6A3|GFRA1|NCAM1|CACNA1H,-6.79204904962498,3.0,59,0,0,0,-11.380592693534274,7.264159652457236,0.33688715818764026,
1,0,-5.130725140270502,0.0,R-HSA-186797,M10,1,0.33688715818764026,Reactome Gene Sets,6,Signaling by PDGF,,-11.380592693534274,7.264159652457236,10.377842893364447,28162,58,1270,19,1.4960629921259843,0.34064331766675726,1281|1282|1284|1285|1291|1292|1293|2885|2886|5156|5159|5327|5335|5782|6696|6714|7059|7060|80310,COL3A1|COL4A1|COL4A2|COL4A3|COL6A1|COL6A2|COL6A3|GRB2|GRB7|PDGFRA|PDGFRB|PLAT|PLCG1|PTPN12|SPP1|SRC|THBS3|THBS4|PDGFD,-10.361897460607334,3.0,59,1,1,1,-11.380592693534274,7.264159652457236,0.33688715818764026,
