Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:0044057,regulation of system process,19_GO:0032501 multicellular organismal process,-6.3,26,11,30211,573,10,5,50,16,4624|4634|4635|219537|387129,MYH6|MYL3|MYL4|SMTNL1|NPSR1,-3.8
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:1903522,regulation of blood circulation,19_GO:0032501 multicellular organismal process,-6,47,14,30211,256,10,4,40,15,4624|4634|4635|219537,MYH6|MYL3|MYL4|SMTNL1,-3.6
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:0043462,regulation of ATP-dependent activity,19_GO:0065007 biological regulation,-5.8,1.2e+02,19,30211,73,10,3,30,14,4624|4634|4635,MYH6|MYL3|MYL4,-3.5
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:0060048,cardiac muscle contraction,19_GO:0032501 multicellular organismal process,-5.8,1.2e+02,19,30211,75,10,3,30,14,4624|4634|4635,MYH6|MYL3|MYL4,-3.4
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:0048644,muscle organ morphogenesis,19_GO:0032502 developmental process,-5.7,1.1e+02,18,30211,80,10,3,30,14,4624|4634|219537,MYH6|MYL3|SMTNL1,-3.4
LN_meta_MCODE_ALL,KEGG Pathway,24,hsa04260,Cardiac muscle contraction,,-5.6,1e+02,18,30211,87,10,3,30,14,4624|4634|4635,MYH6|MYL3|MYL4,-3.3
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:0060047,heart contraction,19_GO:0032501 multicellular organismal process,-5.5,99,17,30211,92,10,3,30,14,4624|4634|4635,MYH6|MYL3|MYL4,-3.2
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:0003015,heart process,19_GO:0032501 multicellular organismal process,-5.3,84,16,30211,108,10,3,30,14,4624|4634|4635,MYH6|MYL3|MYL4,-3.1
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:0008015,blood circulation,19_GO:0032501 multicellular organismal process,-5.2,30,11,30211,400,10,4,40,15,4624|4634|4635|219537,MYH6|MYL3|MYL4|SMTNL1,-3
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:0061061,muscle structure development,19_GO:0032502 developmental process,-4.9,25,9.7,30211,480,10,4,40,15,4624|4629|4634|219537,MYH6|MYH11|MYL3|SMTNL1,-2.8
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:0003013,circulatory system process,19_GO:0032501 multicellular organismal process,-4.9,25,9.6,30211,492,10,4,40,15,4624|4634|4635|219537,MYH6|MYL3|MYL4|SMTNL1,-2.7
LN_meta_MCODE_ALL,KEGG Pathway,24,hsa04261,Adrenergic signaling in cardiomyocytes,,-4.9,60,13,30211,150,10,3,30,14,4624|4634|4635,MYH6|MYL3|MYL4,-2.7
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:0048738,cardiac muscle tissue development,19_GO:0032502 developmental process,-4.7,52,12,30211,173,10,3,30,14,4624|4629|4634,MYH6|MYH11|MYL3,-2.6
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:0030029,actin filament-based process,19_GO:0009987 cellular process,-4.5,20,8.6,30211,602,10,4,40,15,4624|4626|4629|219537,MYH6|MYH8|MYH11|SMTNL1,-2.5
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:0008016,regulation of heart contraction,19_GO:0032501 multicellular organismal process,-4.4,44,11,30211,207,10,3,30,14,4624|4634|4635,MYH6|MYL3|MYL4,-2.4
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:0007517,muscle organ development,19_GO:0032502 developmental process,-4,32,9.5,30211,285,10,3,30,14,4624|4634|219537,MYH6|MYL3|SMTNL1,-2.1
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:0014706,striated muscle tissue development,19_GO:0032502 developmental process,-4,32,9.5,30211,287,10,3,30,14,4624|4629|4634,MYH6|MYH11|MYL3,-2.1
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:0060537,muscle tissue development,19_GO:0032502 developmental process,-3.9,30,9.2,30211,306,10,3,30,14,4624|4629|4634,MYH6|MYH11|MYL3,-2
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:0030036,actin cytoskeleton organization,19_GO:0009987 cellular process,-3.2,17,6.7,30211,540,10,3,30,14,4624|4629|219537,MYH6|MYH11|SMTNL1,-1.4
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:0007507,heart development,19_GO:0032502 developmental process,-3.2,17,6.7,30211,542,10,3,30,14,4624|4629|4634,MYH6|MYH11|MYL3,-1.4
LN_meta_MCODE_ALL,GO Biological Processes,19,GO:0048729,tissue morphogenesis,19_GO:0032502 developmental process,-3.2,16,6.6,30211,554,10,3,30,14,72|4624|4634,ACTG2|MYH6|MYL3,-1.4
LN_meta_SUB1_MCODE_1,Reactome Gene Sets,6,R-HSA-397014,Muscle contraction,,-13,1.5e+02,30,30211,197,6,6,1e+02,15,72|4624|4626|4629|4634|4635,ACTG2|MYH6|MYH8|MYH11|MYL3|MYL4,-9.1
LN_meta_SUB1_MCODE_1,Reactome Gene Sets,6,R-HSA-390522,Striated Muscle Contraction,,-11,5.6e+02,47,30211,36,6,4,67,19,4624|4626|4634|4635,MYH6|MYH8|MYL3|MYL4,-7.1
LN_meta_SUB1_MCODE_1,WikiPathways,27,WP383,Striated muscle contraction pathway,,-10,5.3e+02,46,30211,38,6,4,67,19,4624|4626|4634|4635,MYH6|MYH8|MYL3|MYL4,-7.1
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0006936,muscle contraction,19_GO:0032501 multicellular organismal process,-9.9,1.1e+02,23,30211,227,6,5,83,15,4624|4626|4629|4634|4635,MYH6|MYH8|MYH11|MYL3|MYL4,-6.6
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0003012,muscle system process,19_GO:0032501 multicellular organismal process,-9.4,90,21,30211,281,6,5,83,15,4624|4626|4629|4634|4635,MYH6|MYH8|MYH11|MYL3|MYL4,-6.2
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0006941,striated muscle contraction,19_GO:0032501 multicellular organismal process,-8.7,1.9e+02,27,30211,106,6,4,67,19,4624|4626|4634|4635,MYH6|MYH8|MYL3|MYL4,-5.6
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0002026,regulation of the force of heart contraction,19_GO:0032501 multicellular organismal process,-7.9,5.8e+02,42,30211,26,6,3,50,20,4624|4634|4635,MYH6|MYL3|MYL4,-5
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0043462,regulation of ATP-dependent activity,19_GO:0065007 biological regulation,-6.6,2.1e+02,25,30211,73,6,3,50,20,4624|4634|4635,MYH6|MYL3|MYL4,-4
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0060048,cardiac muscle contraction,19_GO:0032501 multicellular organismal process,-6.5,2e+02,24,30211,75,6,3,50,20,4624|4634|4635,MYH6|MYL3|MYL4,-4
LN_meta_SUB1_MCODE_1,KEGG Pathway,24,hsa04260,Cardiac muscle contraction,,-6.3,1.7e+02,23,30211,87,6,3,50,20,4624|4634|4635,MYH6|MYL3|MYL4,-3.9
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0060047,heart contraction,19_GO:0032501 multicellular organismal process,-6.3,1.6e+02,22,30211,92,6,3,50,20,4624|4634|4635,MYH6|MYL3|MYL4,-3.8
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0003015,heart process,19_GO:0032501 multicellular organismal process,-6.1,1.4e+02,20,30211,108,6,3,50,20,4624|4634|4635,MYH6|MYL3|MYL4,-3.7
LN_meta_SUB1_MCODE_1,KEGG Pathway,24,hsa04261,Adrenergic signaling in cardiomyocytes,,-5.6,1e+02,17,30211,150,6,3,50,20,4624|4634|4635,MYH6|MYL3|MYL4,-3.3
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0048738,cardiac muscle tissue development,19_GO:0032502 developmental process,-5.4,87,16,30211,173,6,3,50,20,4624|4629|4634,MYH6|MYH11|MYL3,-3.2
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0008016,regulation of heart contraction,19_GO:0032501 multicellular organismal process,-5.2,73,15,30211,207,6,3,50,20,4624|4634|4635,MYH6|MYL3|MYL4,-3
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:1903522,regulation of blood circulation,19_GO:0032501 multicellular organismal process,-4.9,59,13,30211,256,6,3,50,20,4624|4634|4635,MYH6|MYL3|MYL4,-2.8
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0014706,striated muscle tissue development,19_GO:0032502 developmental process,-4.8,53,12,30211,287,6,3,50,20,4624|4629|4634,MYH6|MYH11|MYL3,-2.7
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0060537,muscle tissue development,19_GO:0032502 developmental process,-4.7,49,12,30211,306,6,3,50,20,4624|4629|4634,MYH6|MYH11|MYL3,-2.6
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0008015,blood circulation,19_GO:0032501 multicellular organismal process,-4.3,38,10,30211,400,6,3,50,20,4624|4634|4635,MYH6|MYL3|MYL4,-2.3
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0061061,muscle structure development,19_GO:0032502 developmental process,-4.1,31,9.5,30211,480,6,3,50,20,4624|4629|4634,MYH6|MYH11|MYL3,-2.1
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0003013,circulatory system process,19_GO:0032501 multicellular organismal process,-4.1,31,9.4,30211,492,6,3,50,20,4624|4634|4635,MYH6|MYL3|MYL4,-2.1
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0007507,heart development,19_GO:0032502 developmental process,-4,28,8.9,30211,542,6,3,50,20,4624|4629|4634,MYH6|MYH11|MYL3,-2
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0048729,tissue morphogenesis,19_GO:0032502 developmental process,-3.9,27,8.8,30211,554,6,3,50,20,72|4624|4634,ACTG2|MYH6|MYL3,-2
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0044057,regulation of system process,19_GO:0032501 multicellular organismal process,-3.9,26,8.6,30211,573,6,3,50,20,4624|4634|4635,MYH6|MYL3|MYL4,-2
LN_meta_SUB1_MCODE_1,GO Biological Processes,19,GO:0030029,actin filament-based process,19_GO:0009987 cellular process,-3.8,25,8.4,30211,602,6,3,50,20,4624|4626|4629,MYH6|MYH8|MYH11,-1.9
N0,GO Biological Processes,19,GO:0030277,maintenance of gastrointestinal epithelium,19_GO:0032501 multicellular organismal process,-5.5,1.1e+02,18,30211,20,43,3,7,3.9,4588|7031|7033,MUC6|TFF1|TFF3,-3.2
N0,GO Biological Processes,19,GO:0019233,sensory perception of pain,19_GO:0032501 multicellular organismal process,-5.4,38,12,30211,74,43,4,9.3,4.4,796|2911|4311|4914,CALCA|GRM1|MME|NTRK1,-3.2
N0,Reactome Gene Sets,6,R-HSA-500792,GPCR ligand binding,,-5.4,11,7.8,30211,467,43,7,16,5.6,796|2691|2911|3062|5473|6866|7253,CALCA|GHRH|GRM1|HCRTR2|PPBP|TAC3|TSHR,-3.2
N0,KEGG Pathway,24,hsa04080,Neuroactive ligand-receptor interaction,,-5,12,7.8,30211,353,43,6,14,5.3,796|2691|2911|3062|6866|7253,CALCA|GHRH|GRM1|HCRTR2|TAC3|TSHR,-2.8
N0,GO Biological Processes,19,GO:0010669,epithelial structure maintenance,19_GO:0032501 multicellular organismal process,-5,70,14,30211,30,43,3,7,3.9,4588|7031|7033,MUC6|TFF1|TFF3,-2.8
N0,GO Biological Processes,19,GO:0048871,multicellular organismal homeostasis,19_GO:0032501 multicellular organismal process,-4.9,12,7.7,30211,359,43,6,14,5.3,359|3933|4588|6456|7031|7033,AQP2|LCN1|MUC6|SH3GL2|TFF1|TFF3,-2.8
N0,GO Biological Processes,19,GO:0007610,behavior,19_GO:0007610 behavior,-4.9,8.7,7,30211,563,43,7,16,5.6,796|2911|3062|4009|4311|4914|64478,CALCA|GRM1|HCRTR2|LMX1A|MME|NTRK1|CSMD1,-2.7
N0,GO Biological Processes,19,GO:0001894,tissue homeostasis,19_GO:0032501 multicellular organismal process,-4.7,15,8.1,30211,234,43,5,12,4.9,3933|4588|6456|7031|7033,LCN1|MUC6|SH3GL2|TFF1|TFF3,-2.6
N0,Reactome Gene Sets,6,R-HSA-388396,GPCR downstream signalling,,-4.6,7.8,6.5,30211,629,43,7,16,5.6,796|2691|2911|3062|5473|6866|7253,CALCA|GHRH|GRM1|HCRTR2|PPBP|TAC3|TSHR,-2.5
N0,GO Biological Processes,19,GO:1990090,cellular response to nerve growth factor stimulus,19_GO:0050896 response to stimulus,-4.4,47,12,30211,45,43,3,7,3.9,796|4914|6456,CALCA|NTRK1|SH3GL2,-2.4
N0,GO Biological Processes,19,GO:1990089,response to nerve growth factor,19_GO:0050896 response to stimulus,-4.4,45,11,30211,47,43,3,7,3.9,796|4914|6456,CALCA|NTRK1|SH3GL2,-2.3
N0,GO Biological Processes,19,GO:0060249,anatomical structure homeostasis,19_GO:0065007 biological regulation,-4.3,13,7.3,30211,281,43,5,12,4.9,3933|4588|6456|7031|7033,LCN1|MUC6|SH3GL2|TFF1|TFF3,-2.3
N0,Reactome Gene Sets,6,R-HSA-3781865,Diseases of glycosylation,,-4.3,20,8.4,30211,143,43,4,9.3,4.4,1463|4588|63827|727897,NCAN|MUC6|BCAN|MUC5B,-2.3
N0,Reactome Gene Sets,6,R-HSA-372790,Signaling by GPCR,,-4.2,7,6.1,30211,704,43,7,16,5.6,796|2691|2911|3062|5473|6866|7253,CALCA|GHRH|GRM1|HCRTR2|PPBP|TAC3|TSHR,-2.3
N0,GO Biological Processes,19,GO:0022600,digestive system process,19_GO:0032501 multicellular organismal process,-3.8,29,9.1,30211,72,43,3,7,3.9,4588|7031|7033,MUC6|TFF1|TFF3,-1.9
N0,WikiPathways,27,WP3594,Circadian rhythm genes,,-3.7,14,6.9,30211,207,43,4,9.3,4.4,2691|3062|4914|6550,GHRH|HCRTR2|NTRK1|SLC9A3,-1.8
N0,GO Biological Processes,19,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,19_GO:0023052 signaling,-3.5,12,6.5,30211,229,43,4,9.3,4.4,796|2691|2911|7253,CALCA|GHRH|GRM1|TSHR,-1.7
N0,GO Biological Processes,19,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,19_GO:0023052 signaling,-3.4,21,7.6,30211,99,43,3,7,3.9,796|2911|3062,CALCA|GRM1|HCRTR2,-1.6
N0,Reactome Gene Sets,6,R-HSA-5668914,Diseases of metabolism,,-3.4,11,6.2,30211,245,43,4,9.3,4.4,1463|4588|63827|727897,NCAN|MUC6|BCAN|MUC5B,-1.6
N0,GO Biological Processes,19,GO:0007586,digestion,19_GO:0032501 multicellular organismal process,-3.3,20,7.4,30211,106,43,3,7,3.9,4588|7031|7033,MUC6|TFF1|TFF3,-1.5
N0,GO Biological Processes,19,GO:0007218,neuropeptide signaling pathway,19_GO:0023052 signaling,-3.3,20,7.3,30211,108,43,3,7,3.9,796|3062|6866,CALCA|HCRTR2|TAC3,-1.5
N0,GO Biological Processes,19,GO:0021761,limbic system development,19_GO:0032502 developmental process,-3.3,20,7.3,30211,108,43,3,7,3.9,4009|23440|63827,LMX1A|OTP|BCAN,-1.5
N0,GO Biological Processes,19,GO:0019730,antimicrobial humoral response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.3,19,7.2,30211,111,43,3,7,3.9,5473|8993|78989,PPBP|PGLYRP1|COLEC11,-1.5
N0,GO Biological Processes,19,GO:0007611,learning or memory,19_GO:0007610 behavior,-3.3,11,5.9,30211,264,43,4,9.3,4.4,4009|4311|4914|64478,LMX1A|MME|NTRK1|CSMD1,-1.5
N0,GO Biological Processes,19,GO:0051962,positive regulation of nervous system development,19_GO:0032502 developmental process,-3.2,10,5.9,30211,269,43,4,9.3,4.4,2670|4311|4914|23440,GFAP|MME|NTRK1|OTP,-1.4
N0,GO Biological Processes,19,GO:0042752,regulation of circadian rhythm,19_GO:0048511 rhythmic process,-3.2,18,7,30211,117,43,3,7,3.9,2691|3062|55124,GHRH|HCRTR2|PIWIL2,-1.4
N0,WikiPathways,27,WP2431,Spinal cord injury,,-3.2,18,6.9,30211,120,43,3,7,3.9,1463|2670|63827,NCAN|GFAP|BCAN,-1.4
N0,Reactome Gene Sets,6,R-HSA-1630316,Glycosaminoglycan metabolism,,-3.1,17,6.7,30211,124,43,3,7,3.9,1463|8534|63827,NCAN|CHST1|BCAN,-1.4
N0,GO Biological Processes,19,GO:0010720,positive regulation of cell development,19_GO:0032502 developmental process,-3.1,9.5,5.5,30211,297,43,4,9.3,4.4,2670|4311|10562|23440,GFAP|MME|OLFM4|OTP,-1.3
N0,Reactome Gene Sets,6,R-HSA-9660821,ADORA2B mediated anti-inflammatory cytokines production,,-3,16,6.5,30211,134,43,3,7,3.9,796|2691|7253,CALCA|GHRH|TSHR,-1.3
N0,GO Biological Processes,19,GO:0050890,cognition,19_GO:0032501 multicellular organismal process,-3,9.2,5.4,30211,306,43,4,9.3,4.4,4009|4311|4914|64478,LMX1A|MME|NTRK1|CSMD1,-1.3
N0,GO Biological Processes,19,GO:0050806,positive regulation of synaptic transmission,19_GO:0023052 signaling,-3,15,6.3,30211,141,43,3,7,3.9,2670|4311|4914,GFAP|MME|NTRK1,-1.2
N0,GO Biological Processes,19,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,19_GO:0023052 signaling,-3,15,6.3,30211,141,43,3,7,3.9,796|2691|7253,CALCA|GHRH|TSHR,-1.2
N0,GO Biological Processes,19,GO:0098739,import across plasma membrane,19_GO:0051179 localization,-2.9,15,6.2,30211,144,43,3,7,3.9,2670|2911|6550,GFAP|GRM1|SLC9A3,-1.2
N0,Reactome Gene Sets,6,R-HSA-418555,G alpha (s) signalling events,,-2.9,15,6.2,30211,145,43,3,7,3.9,796|2691|7253,CALCA|GHRH|TSHR,-1.2
N0,Reactome Gene Sets,6,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),,-2.9,8.4,5.1,30211,335,43,4,9.3,4.4,3062|5473|6866|7253,HCRTR2|PPBP|TAC3|TSHR,-1.2
N0,Reactome Gene Sets,6,R-HSA-9664433,Leishmania parasite growth and survival,,-2.7,12,5.6,30211,169,43,3,7,3.9,796|2691|7253,CALCA|GHRH|TSHR,-1.1
N0,Reactome Gene Sets,6,R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,,-2.7,12,5.6,30211,169,43,3,7,3.9,796|2691|7253,CALCA|GHRH|TSHR,-1.1
N0,GO Biological Processes,19,GO:0030003,cellular cation homeostasis,19_GO:0065007 biological regulation,-2.7,5.7,4.4,30211,620,43,5,12,4.9,796|1356|2911|3062|6550,CALCA|CP|GRM1|HCRTR2|SLC9A3,-1.1
N0,GO Biological Processes,19,GO:0007565,female pregnancy,19_GO:0022414 reproductive process,-2.7,12,5.6,30211,170,43,3,7,3.9,796|6866|64478,CALCA|TAC3|CSMD1,-1.1
N0,Canonical Pathways,11,M5880,NABA ECM AFFILIATED,,-2.7,12,5.6,30211,170,43,3,7,3.9,4588|78989|727897,MUC6|COLEC11|MUC5B,-1.1
N0,GO Biological Processes,19,GO:0030900,forebrain development,19_GO:0032502 developmental process,-2.7,7.5,4.8,30211,375,43,4,9.3,4.4,2691|4009|23440|63827,GHRH|LMX1A|OTP|BCAN,-1
N0,GO Biological Processes,19,GO:0006873,cellular ion homeostasis,19_GO:0065007 biological regulation,-2.7,5.5,4.4,30211,635,43,5,12,4.9,796|1356|2911|3062|6550,CALCA|CP|GRM1|HCRTR2|SLC9A3,-1
N0,GO Biological Processes,19,GO:0031175,neuron projection development,19_GO:0032502 developmental process,-2.7,5.5,4.3,30211,639,43,5,12,4.9,2670|2823|4009|4914|6456,GFAP|GPM6A|LMX1A|NTRK1|SH3GL2,-1
N0,GO Biological Processes,19,GO:0098657,import into cell,19_GO:0051179 localization,-2.7,12,5.5,30211,179,43,3,7,3.9,2670|2911|6550,GFAP|GRM1|SLC9A3,-1
N0,GO Biological Processes,19,GO:0044706,multi-multicellular organism process,19_GO:0032501 multicellular organismal process,-2.5,11,5.1,30211,198,43,3,7,3.9,796|6866|64478,CALCA|TAC3|CSMD1,-0.93
N0,GO Biological Processes,19,GO:0055080,cation homeostasis,19_GO:0065007 biological regulation,-2.5,5.1,4.1,30211,692,43,5,12,4.9,796|1356|2911|3062|6550,CALCA|CP|GRM1|HCRTR2|SLC9A3,-0.92
N0,Reactome Gene Sets,6,R-HSA-375276,Peptide ligand-binding receptors,,-2.5,10,5.1,30211,201,43,3,7,3.9,3062|5473|6866,HCRTR2|PPBP|TAC3,-0.92
N0,GO Biological Processes,19,GO:0098771,inorganic ion homeostasis,19_GO:0065007 biological regulation,-2.5,5,4.1,30211,702,43,5,12,4.9,796|1356|2911|3062|6550,CALCA|CP|GRM1|HCRTR2|SLC9A3,-0.9
N0,GO Biological Processes,19,GO:0050804,modulation of chemical synaptic transmission,19_GO:0023052 signaling,-2.5,6.6,4.4,30211,428,43,4,9.3,4.4,2670|2911|4311|4914,GFAP|GRM1|MME|NTRK1,-0.9
N0,GO Biological Processes,19,GO:0099177,regulation of trans-synaptic signaling,19_GO:0023052 signaling,-2.5,6.6,4.4,30211,429,43,4,9.3,4.4,2670|2911|4311|4914,GFAP|GRM1|MME|NTRK1,-0.89
N0,GO Biological Processes,19,GO:0051960,regulation of nervous system development,19_GO:0032502 developmental process,-2.5,6.4,4.3,30211,439,43,4,9.3,4.4,2670|4311|4914|23440,GFAP|MME|NTRK1|OTP,-0.86
N0,Reactome Gene Sets,6,R-HSA-416476,G alpha (q) signalling events,,-2.4,9.8,4.9,30211,216,43,3,7,3.9,2911|3062|6866,GRM1|HCRTR2|TAC3,-0.85
N0,GO Biological Processes,19,GO:0050769,positive regulation of neurogenesis,19_GO:0032502 developmental process,-2.4,9.5,4.8,30211,222,43,3,7,3.9,2670|4311|23440,GFAP|MME|OTP,-0.82
N0,GO Biological Processes,19,GO:0048812,neuron projection morphogenesis,19_GO:0032502 developmental process,-2.4,6.2,4.2,30211,455,43,4,9.3,4.4,2823|4009|4914|6456,GPM6A|LMX1A|NTRK1|SH3GL2,-0.82
N0,GO Biological Processes,19,GO:0055082,cellular chemical homeostasis,19_GO:0065007 biological regulation,-2.4,4.7,3.9,30211,746,43,5,12,4.9,796|1356|2911|3062|6550,CALCA|CP|GRM1|HCRTR2|SLC9A3,-0.81
N0,GO Biological Processes,19,GO:0120039,plasma membrane bounded cell projection morphogenesis,19_GO:0032502 developmental process,-2.4,6.1,4.2,30211,459,43,4,9.3,4.4,2823|4009|4914|6456,GPM6A|LMX1A|NTRK1|SH3GL2,-0.81
N0,Canonical Pathways,11,M5885,NABA MATRISOME ASSOCIATED,,-2.4,4.7,3.9,30211,751,43,5,12,4.9,4588|5473|7053|78989|727897,MUC6|PPBP|TGM3|COLEC11|MUC5B,-0.8
N0,GO Biological Processes,19,GO:0098656,anion transmembrane transport,19_GO:0051179 localization,-2.4,9.3,4.7,30211,227,43,3,7,3.9,2670|2911|6550,GFAP|GRM1|SLC9A3,-0.8
N0,GO Biological Processes,19,GO:0048858,cell projection morphogenesis,19_GO:0032502 developmental process,-2.4,6.1,4.2,30211,463,43,4,9.3,4.4,2823|4009|4914|6456,GPM6A|LMX1A|NTRK1|SH3GL2,-0.8
N0,GO Biological Processes,19,GO:0050801,ion homeostasis,19_GO:0065007 biological regulation,-2.4,4.7,3.8,30211,754,43,5,12,4.9,796|1356|2911|3062|6550,CALCA|CP|GRM1|HCRTR2|SLC9A3,-0.8
N0,Reactome Gene Sets,6,R-HSA-6798695,Neutrophil degranulation,,-2.3,5.9,4,30211,480,43,4,9.3,4.4,4311|5473|8993|10562,MME|PPBP|PGLYRP1|OLFM4,-0.75
N0,GO Biological Processes,19,GO:0032990,cell part morphogenesis,19_GO:0032502 developmental process,-2.3,5.8,4,30211,482,43,4,9.3,4.4,2823|4009|4914|6456,GPM6A|LMX1A|NTRK1|SH3GL2,-0.75
N0,Reactome Gene Sets,6,R-HSA-425407,SLC-mediated transmembrane transport,,-2.3,8.4,4.5,30211,250,43,3,7,3.9,1356|3933|6550,CP|LCN1|SLC9A3,-0.71
N0,GO Biological Processes,19,GO:0060284,regulation of cell development,19_GO:0032502 developmental process,-2.3,5.6,3.9,30211,500,43,4,9.3,4.4,2670|4311|10562|23440,GFAP|MME|OLFM4|OTP,-0.71
N0,Reactome Gene Sets,6,R-HSA-9658195,Leishmania infection,,-2.2,8.3,4.4,30211,254,43,3,7,3.9,796|2691|7253,CALCA|GHRH|TSHR,-0.7
N0,GO Biological Processes,19,GO:0006935,chemotaxis,19_GO:0040011 locomotion,-2.2,5.6,3.9,30211,506,43,4,9.3,4.4,796|4009|4914|5473,CALCA|LMX1A|NTRK1|PPBP,-0.69
N0,GO Biological Processes,19,GO:0042330,taxis,19_GO:0040011 locomotion,-2.2,5.5,3.9,30211,510,43,4,9.3,4.4,796|4009|4914|5473,CALCA|LMX1A|NTRK1|PPBP,-0.69
N0,GO Biological Processes,19,GO:0048511,rhythmic process,19_GO:0048511 rhythmic process,-2.2,7.9,4.3,30211,267,43,3,7,3.9,3062|4914|55124,HCRTR2|NTRK1|PIWIL2,-0.66
N0,GO Biological Processes,19,GO:0007568,aging,19_GO:0032502 developmental process,-2.2,7.9,4.3,30211,267,43,3,7,3.9,796|4311|4914,CALCA|MME|NTRK1,-0.66
N0,GO Biological Processes,19,GO:0006875,cellular metal ion homeostasis,19_GO:0065007 biological regulation,-2.1,5.1,3.7,30211,550,43,4,9.3,4.4,796|1356|2911|3062,CALCA|CP|GRM1|HCRTR2,-0.6
N0,GO Biological Processes,19,GO:0050808,synapse organization,19_GO:0009987 cellular process,-2.1,7.4,4.1,30211,284,43,3,7,3.9,2823|4009|63827,GPM6A|LMX1A|BCAN,-0.6
N0,GO Biological Processes,19,GO:0006959,humoral immune response,19_GO:0002376 immune system process,-2.1,7.3,4,30211,290,43,3,7,3.9,5473|8993|78989,PPBP|PGLYRP1|COLEC11,-0.58
N0,Reactome Gene Sets,6,R-HSA-71387,Metabolism of carbohydrates,,-2.1,7.1,4,30211,295,43,3,7,3.9,1463|8534|63827,NCAN|CHST1|BCAN,-0.57
N0,GO Biological Processes,19,GO:0032989,cellular component morphogenesis,19_GO:0032502 developmental process,-2.1,4.9,3.6,30211,573,43,4,9.3,4.4,2823|4009|4914|6456,GPM6A|LMX1A|NTRK1|SH3GL2,-0.56
N0,Reactome Gene Sets,6,R-HSA-9006931,Signaling by Nuclear Receptors,,-2.1,7,4,30211,299,43,3,7,3.9,126|7031|7033,ADH1C|TFF1|TFF3,-0.56
N0,GO Biological Processes,19,GO:0071214,cellular response to abiotic stimulus,19_GO:0050896 response to stimulus,-2,6.9,3.9,30211,307,43,3,7,3.9,359|2911|4311,AQP2|GRM1|MME,-0.53
N0,GO Biological Processes,19,GO:0104004,cellular response to environmental stimulus,19_GO:0050896 response to stimulus,-2,6.9,3.9,30211,307,43,3,7,3.9,359|2911|4311,AQP2|GRM1|MME,-0.53
N0_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9660821,ADORA2B mediated anti-inflammatory cytokines production,,-7.1,2.3e+02,26,30211,134,3,3,1e+02,27,796|2691|7253,CALCA|GHRH|TSHR,-4.3
